PolicyID,CustomerID,IssueDate,Premium,Status,StatusDate,CohortFlag,AgeBand,Product,Channel
4873,1849,2019-02-28,1325.78,Active,2020-01-11,A,31-45,Whole Life,Referral
4874,955,2019-10-29,1444.02,Active,2020-11-18,B,18-30,Whole Life,Online
4875,2434,2024-08-07,2468.1,Active,2026-02-21,A,31-45,Endowment,Branch
4876,1630,2024-11-29,2914.62,Active,2027-03-15,A,31-45,Term Life,Online
4877,2782,2024-04-07,2441.87,Surrendered,2024-07-29,B,31-45,Annuity,Branch
4878,2764,2019-11-13,4417.61,Active,2020-02-02,A,18-30,Term Life,Agent
4879,650,2024-03-03,2890.42,Surrendered,2024-03-15,A,18-30,Annuity,Referral
4880,2348,2022-03-14,7732.2,Surrendered,2022-08-29,B,46-60,Term Life,Agent
4881,395,2020-11-20,2654.44,Surrendered,2022-10-04,B,61+,Endowment,Online
4882,1360,2024-02-25,4191.43,Active,2024-03-22,B,18-30,Annuity,Online
4883,2641,2024-05-07,2286.45,Lapsed,2025-02-13,B,18-30,Term Life,Referral
4884,2562,2019-01-18,2425.41,Active,2020-03-26,B,18-30,Term Life,Agent
4885,2444,2022-03-24,1392.78,Active,2024-01-14,B,31-45,Annuity,Agent
4886,371,2023-03-10,3742.57,Lapsed,2024-01-23,A,61+,Whole Life,Agent
4887,858,2021-02-16,574.89,Active,2021-05-02,A,46-60,Whole Life,Referral
4888,791,2019-12-26,656.7,Surrendered,2023-04-27,A,46-60,Annuity,Online
4889,658,2019-11-28,2079.39,Active,2020-01-03,A,31-45,Endowment,Agent
4890,2784,2024-04-25,4286.3,Active,2025-10-11,B,46-60,Annuity,Online
4891,1393,2020-06-11,3215.71,Active,2020-07-14,B,31-45,Annuity,Online
4892,384,2024-08-21,7381.33,Active,2024-10-16,B,31-45,Term Life,Online
4893,2110,2022-01-03,1280.48,Active,2024-04-15,A,18-30,Endowment,Referral
4894,2553,2019-07-31,1655.15,Active,2020-12-22,B,18-30,Whole Life,Branch
4895,239,2023-09-11,954.59,Active,2024-02-24,A,18-30,Term Life,Referral
4896,195,2021-11-19,3188.01,Active,2022-11-25,B,61+,Term Life,Online
4897,2726,2021-10-29,2235.48,Active,2022-06-09,A,61+,Whole Life,Referral
4898,2109,2022-08-25,1732.94,Active,2022-09-19,B,46-60,Term Life,Agent
4899,1153,2022-08-26,1722.68,Active,2023-12-05,B,61+,Endowment,Agent
4900,2733,2024-01-15,608.6,Active,2025-06-23,A,18-30,Term Life,Referral
4901,2016,2023-12-01,4665.86,Active,2026-01-20,B,61+,Whole Life,Online
4902,156,2023-09-24,3023.09,Active,2024-07-03,B,46-60,Whole Life,Branch
4903,923,2020-08-13,3512.53,Active,2021-09-25,A,18-30,Endowment,Branch
4904,2916,2023-09-11,9013.74,Active,2024-04-08,A,61+,Endowment,Online
4905,2951,2024-11-08,7112.53,Active,2025-03-28,B,18-30,Annuity,Branch
4906,1610,2020-03-31,3964.27,Active,2020-10-10,B,46-60,Annuity,Online
4907,975,2020-03-19,3037.89,Active,2022-08-22,B,46-60,Whole Life,Referral
4908,1231,2019-03-20,2482.03,Active,2019-05-24,B,18-30,Endowment,Agent
4909,2436,2023-02-07,4234.0,Active,2023-05-22,B,31-45,Whole Life,Referral
4910,1815,2021-07-15,1791.76,Active,2022-06-20,B,46-60,Endowment,Branch
4911,2935,2024-11-20,2518.3,Active,2025-01-04,A,61+,Whole Life,Online
4912,838,2020-09-14,3544.02,Active,2022-12-04,B,46-60,Endowment,Branch
4913,2008,2023-01-19,854.98,Active,2023-02-05,A,18-30,Endowment,Branch
4914,1364,2019-08-22,1258.82,Lapsed,2021-01-16,A,18-30,Annuity,Branch
4915,2388,2023-06-06,993.95,Active,2023-11-23,B,46-60,Annuity,Referral
4916,204,2024-07-23,2286.08,Active,2024-08-11,A,18-30,Annuity,Referral
4917,161,2020-01-22,4157.79,Lapsed,2021-11-27,B,31-45,Endowment,Agent
4918,392,2023-06-23,2380.91,Active,2024-06-30,A,46-60,Endowment,Referral
4919,769,2019-02-07,1254.31,Surrendered,2019-02-10,B,31-45,Annuity,Agent
4920,2623,2022-03-30,826.72,Active,2022-07-21,A,46-60,Annuity,Branch
4921,2582,2023-01-25,2930.69,Surrendered,2023-07-02,B,31-45,Term Life,Agent
4922,1094,2024-05-21,2702.47,Active,2024-10-10,A,61+,Whole Life,Agent
4923,2941,2023-01-12,6579.13,Active,2023-09-20,A,18-30,Annuity,Referral
4924,405,2019-08-29,1384.44,Active,2020-05-28,A,18-30,Whole Life,Referral
4925,608,2021-11-15,3345.83,Surrendered,2022-05-18,A,46-60,Term Life,Branch
4926,1615,2023-07-30,6971.24,Active,2023-12-24,A,46-60,Endowment,Referral
4927,1541,2020-07-15,5286.56,Lapsed,2021-03-28,A,31-45,Endowment,Referral
4928,2876,2024-06-22,468.02,Active,2024-07-04,B,18-30,Whole Life,Referral
4929,1838,2021-03-16,2640.74,Active,2022-03-29,B,18-30,Whole Life,Branch
4930,690,2024-04-13,2658.17,Active,2025-03-18,A,31-45,Whole Life,Referral
4931,2950,2021-03-15,5894.34,Active,2021-07-12,A,61+,Term Life,Branch
4932,1241,2023-08-03,1739.64,Active,2023-10-14,A,61+,Whole Life,Online
4933,2104,2024-09-27,7076.78,Lapsed,2024-10-24,B,61+,Annuity,Agent
4934,366,2023-08-05,2455.0,Surrendered,2024-06-23,A,46-60,Annuity,Online
4935,1723,2019-02-15,2969.1,Active,2019-12-19,A,31-45,Term Life,Online
4936,455,2023-07-10,5943.71,Surrendered,2024-04-13,A,31-45,Term Life,Online
4937,104,2019-03-23,2108.79,Active,2023-06-18,B,61+,Whole Life,Agent
4938,77,2023-12-15,4577.1,Active,2024-09-16,A,31-45,Whole Life,Referral
4939,230,2021-02-28,982.61,Lapsed,2022-06-09,B,31-45,Whole Life,Branch
4940,1938,2020-08-17,5038.16,Lapsed,2020-09-29,A,61+,Endowment,Referral
4941,2379,2024-10-06,1167.74,Active,2025-02-12,A,46-60,Endowment,Agent
4942,1206,2019-01-01,1619.97,Active,2019-04-28,B,31-45,Annuity,Branch
4943,893,2023-02-05,1004.63,Lapsed,2023-12-15,A,18-30,Endowment,Online
4944,1574,2021-02-04,6416.76,Active,2021-06-30,A,46-60,Whole Life,Online
4945,2736,2020-11-01,3576.72,Active,2021-11-09,A,31-45,Term Life,Online
4946,2075,2023-05-21,3134.9,Active,2024-07-21,B,31-45,Term Life,Referral
4947,1676,2021-07-03,1081.05,Claimed,2021-07-15,B,18-30,Annuity,Referral
4948,299,2024-01-19,3057.75,Lapsed,2025-01-25,A,31-45,Endowment,Online
4949,957,2024-06-18,2841.65,Lapsed,2024-08-02,A,18-30,Term Life,Online
4950,2847,2019-04-05,779.0,Active,2019-11-19,B,18-30,Endowment,Branch
4951,1115,2020-05-07,1136.32,Active,2021-08-23,B,31-45,Term Life,Online
4952,2528,2019-05-30,1427.35,Active,2020-08-15,A,46-60,Whole Life,Online
4953,2621,2021-11-12,1855.18,Claimed,2022-03-22,A,46-60,Whole Life,Branch
4954,2506,2022-05-23,4614.49,Active,2022-09-16,A,31-45,Term Life,Agent
4955,1475,2020-02-03,694.79,Active,2020-09-01,B,31-45,Endowment,Referral
4956,365,2024-12-18,7575.28,Lapsed,2025-03-04,B,61+,Whole Life,Online
4957,2907,2021-05-04,6713.92,Active,2025-01-05,B,61+,Term Life,Branch
4958,1699,2020-01-16,1562.19,Surrendered,2020-06-18,B,61+,Endowment,Referral
4959,351,2020-07-05,3139.46,Active,2023-01-26,A,46-60,Term Life,Online
4960,2301,2019-10-22,3110.95,Active,2022-03-11,B,61+,Endowment,Branch
4961,2829,2022-02-17,3012.93,Active,2022-08-01,B,31-45,Term Life,Agent
4962,1905,2020-03-31,2312.51,Lapsed,2020-07-15,B,31-45,Term Life,Referral
4963,2851,2023-04-03,3970.31,Lapsed,2024-09-21,A,18-30,Whole Life,Online
4964,1012,2019-06-18,3052.34,Active,2019-09-21,A,46-60,Annuity,Online
4965,2507,2020-12-10,2965.67,Active,2021-09-04,A,61+,Endowment,Agent
4966,2965,2024-04-30,1163.79,Surrendered,2024-06-11,A,18-30,Whole Life,Referral
4967,499,2024-07-12,4593.16,Active,2025-01-05,B,46-60,Whole Life,Referral
4968,950,2024-09-15,3973.39,Active,2024-10-14,B,18-30,Annuity,Agent
4969,1995,2023-09-18,453.15,Active,2024-01-17,A,46-60,Whole Life,Agent
4970,2047,2022-07-08,3739.04,Lapsed,2023-08-11,A,46-60,Term Life,Referral
4971,508,2019-09-11,4772.2,Active,2024-06-08,A,18-30,Annuity,Branch
4972,1328,2022-08-13,771.5,Active,2022-11-28,B,61+,Term Life,Online
4973,2549,2024-08-19,4182.12,Surrendered,2025-04-10,B,31-45,Whole Life,Referral
4974,2851,2024-10-26,3483.85,Active,2025-05-30,B,61+,Endowment,Branch
4975,2646,2020-02-05,1403.74,Active,2020-04-19,B,46-60,Term Life,Agent
4976,166,2024-11-26,4125.53,Active,2025-11-04,A,31-45,Whole Life,Online
4977,2510,2024-04-30,3141.5,Surrendered,2025-08-13,A,31-45,Annuity,Agent
4978,920,2019-12-29,4241.64,Active,2020-02-25,B,61+,Term Life,Agent
4979,114,2022-09-20,2242.62,Active,2024-02-18,B,61+,Whole Life,Branch
4980,992,2019-03-26,731.55,Active,2020-06-07,A,61+,Term Life,Branch
4981,1952,2023-03-26,2599.25,Active,2023-06-14,A,18-30,Whole Life,Referral
4982,2255,2023-12-30,2811.46,Surrendered,2025-01-15,A,31-45,Annuity,Referral
4983,1259,2019-11-04,3036.81,Active,2020-05-04,B,31-45,Endowment,Online
4984,515,2019-09-19,2683.73,Active,2020-11-09,A,46-60,Endowment,Branch
4985,1232,2024-04-05,1558.11,Active,2024-12-11,B,46-60,Endowment,Online
4986,709,2020-09-22,2266.86,Active,2020-10-10,A,46-60,Annuity,Referral
4987,2186,2020-11-10,1302.81,Lapsed,2022-05-28,B,61+,Endowment,Agent
4988,339,2021-05-14,2084.87,Active,2022-03-06,A,31-45,Annuity,Online
4989,2585,2023-09-22,2467.33,Active,2025-01-04,A,61+,Endowment,Referral
4990,68,2024-01-26,1535.93,Lapsed,2024-03-15,A,61+,Whole Life,Agent
4991,1597,2020-12-27,1155.69,Active,2022-04-07,A,46-60,Annuity,Referral
4992,1565,2022-06-14,3331.79,Active,2022-12-25,A,46-60,Term Life,Referral
4993,383,2023-07-07,1272.53,Surrendered,2025-02-12,A,46-60,Annuity,Branch
4994,19,2019-08-05,3043.04,Active,2020-07-03,B,18-30,Whole Life,Agent
4995,2731,2022-06-23,5613.47,Active,2022-11-29,A,31-45,Endowment,Branch
4996,2122,2020-03-23,3243.29,Lapsed,2020-06-13,B,61+,Whole Life,Referral
4997,573,2019-11-15,3595.85,Surrendered,2021-07-24,A,18-30,Whole Life,Referral
4998,2987,2024-03-24,2846.01,Active,2025-01-17,A,18-30,Whole Life,Online
4999,1300,2024-09-15,1868.91,Active,2029-01-30,A,18-30,Whole Life,Referral
5000,2259,2021-11-23,2962.41,Lapsed,2022-05-12,A,46-60,Endowment,Online
5001,2903,2019-02-08,2169.4,Active,2020-04-05,B,18-30,Whole Life,Online
5002,1944,2023-05-22,5212.36,Active,2024-05-11,A,31-45,Whole Life,Agent
5003,651,2021-04-09,4338.44,Surrendered,2022-04-14,A,18-30,Annuity,Branch
5004,1646,2021-05-05,2209.51,Active,2022-09-04,A,18-30,Whole Life,Online
5005,994,2024-02-02,1448.93,Active,2024-03-27,B,61+,Endowment,Referral
5006,2743,2022-01-07,2108.55,Active,2022-10-25,B,31-45,Annuity,Referral
5007,2588,2023-02-09,2141.44,Active,2023-10-26,A,46-60,Annuity,Agent
5008,1339,2023-12-26,1846.35,Active,2024-05-27,A,61+,Whole Life,Agent
5009,901,2021-04-21,1305.04,Active,2021-11-16,A,61+,Term Life,Agent
5010,1685,2024-09-10,3027.11,Lapsed,2025-06-03,A,61+,Endowment,Online
5011,2828,2022-06-09,2158.78,Active,2022-10-28,B,18-30,Endowment,Agent
5012,1586,2024-04-23,393.39,Active,2024-08-27,B,31-45,Annuity,Referral
5013,1924,2019-09-27,3696.65,Active,2021-01-28,B,18-30,Whole Life,Branch
5014,1782,2024-10-25,3480.44,Active,2024-11-19,B,61+,Endowment,Referral
5015,1137,2021-01-04,4785.73,Active,2021-05-21,B,18-30,Term Life,Branch
5016,2218,2021-06-02,5349.53,Active,2022-06-24,B,46-60,Term Life,Referral
5017,1945,2022-01-17,1374.7,Lapsed,2022-04-12,A,31-45,Term Life,Online
5018,1038,2020-10-10,983.36,Active,2021-08-15,A,61+,Annuity,Agent
5019,1739,2022-03-25,1795.02,Active,2022-08-03,A,61+,Annuity,Referral
5020,288,2024-11-12,5308.22,Surrendered,2026-09-19,B,18-30,Endowment,Referral
5021,2237,2019-01-17,1912.35,Active,2019-06-23,A,18-30,Endowment,Referral
5022,2962,2019-04-27,2770.01,Active,2019-07-31,B,61+,Term Life,Online
5023,1591,2021-09-09,1391.15,Active,2022-06-11,A,61+,Endowment,Agent
5024,2742,2024-01-21,903.93,Active,2024-03-14,B,31-45,Endowment,Online
5025,1746,2023-03-26,828.27,Active,2024-10-28,A,18-30,Endowment,Referral
5026,2936,2024-12-03,2306.37,Active,2026-01-22,A,46-60,Endowment,Online
5027,2519,2021-08-20,2922.93,Active,2023-02-08,B,31-45,Endowment,Branch
5028,1099,2022-06-30,2346.24,Active,2023-01-01,A,46-60,Whole Life,Agent
5029,2325,2021-04-26,1612.61,Claimed,2023-02-12,B,31-45,Annuity,Branch
5030,940,2020-01-07,1013.83,Active,2020-09-11,A,61+,Annuity,Referral
5031,1449,2023-05-26,465.3,Active,2023-07-01,A,18-30,Endowment,Branch
5032,571,2019-06-05,1472.77,Active,2019-09-05,A,31-45,Whole Life,Referral
5033,2905,2020-04-09,488.53,Active,2021-07-06,A,61+,Whole Life,Agent
5034,1001,2021-02-21,639.82,Active,2023-05-29,A,61+,Term Life,Online
5035,1206,2021-03-14,3378.91,Active,2021-04-19,B,31-45,Endowment,Agent
5036,2506,2019-08-08,3190.89,Lapsed,2021-08-05,B,31-45,Endowment,Agent
5037,918,2024-08-24,1269.54,Active,2026-04-01,B,18-30,Whole Life,Branch
5038,1875,2023-11-09,523.77,Active,2024-04-17,A,61+,Whole Life,Branch
5039,833,2019-04-27,2566.39,Active,2020-06-26,B,61+,Term Life,Referral
5040,2887,2024-10-04,2736.55,Active,2024-12-18,B,18-30,Annuity,Agent
5041,2241,2022-10-06,3626.25,Active,2024-06-09,A,61+,Whole Life,Referral
5042,1679,2024-07-11,4878.95,Active,2025-08-05,A,46-60,Whole Life,Agent
5043,616,2019-11-04,6558.51,Active,2020-06-01,A,61+,Endowment,Online
5044,406,2019-08-10,2232.16,Active,2021-08-08,B,46-60,Endowment,Branch
5045,1750,2022-04-11,1666.56,Active,2022-06-04,B,18-30,Whole Life,Branch
5046,2991,2021-03-07,4650.76,Surrendered,2023-01-18,A,18-30,Annuity,Referral
5047,2769,2023-03-10,721.95,Active,2023-03-18,B,31-45,Term Life,Branch
5048,93,2019-05-31,3586.06,Active,2020-10-22,B,18-30,Term Life,Agent
5049,2478,2023-09-17,5849.35,Active,2024-07-23,B,46-60,Annuity,Agent
5050,654,2023-04-06,3475.73,Active,2024-06-14,B,18-30,Endowment,Online
5051,434,2019-04-22,6010.56,Lapsed,2019-11-02,A,46-60,Annuity,Branch
5052,1136,2020-11-13,3194.47,Active,2022-11-12,A,18-30,Term Life,Branch
5053,375,2022-03-07,2292.66,Lapsed,2022-07-22,A,61+,Whole Life,Online
5054,1067,2023-04-15,1141.86,Active,2023-08-10,B,18-30,Endowment,Online
5055,207,2021-06-11,4392.04,Lapsed,2021-10-20,A,31-45,Endowment,Referral
5056,780,2022-08-23,3070.08,Active,2024-02-17,A,46-60,Annuity,Referral
5057,1320,2019-06-10,2080.51,Active,2020-02-14,B,18-30,Whole Life,Online
5058,1142,2022-11-26,1553.55,Active,2023-09-03,A,61+,Annuity,Branch
5059,532,2019-10-05,2433.42,Active,2021-07-16,B,31-45,Annuity,Branch
5060,2214,2023-04-06,3020.65,Active,2025-01-19,A,61+,Endowment,Branch
5061,2691,2020-05-11,5027.14,Active,2020-07-14,B,31-45,Endowment,Branch
5062,90,2022-10-27,620.01,Active,2023-08-14,A,61+,Annuity,Online
5063,1118,2024-03-30,732.92,Active,2024-05-18,A,61+,Term Life,Online
5064,13,2020-10-16,3515.53,Active,2022-10-26,A,46-60,Endowment,Referral
5065,1858,2019-10-30,2947.99,Active,2021-08-22,B,61+,Annuity,Online
5066,805,2020-03-13,4611.83,Active,2022-02-01,B,31-45,Term Life,Branch
5067,945,2019-07-05,3580.31,Active,2020-09-22,A,61+,Annuity,Online
5068,2790,2023-05-09,4619.3,Active,2023-12-24,B,46-60,Term Life,Referral
5069,1858,2020-11-03,1916.87,Active,2021-05-11,B,61+,Annuity,Branch
5070,1611,2022-06-27,2297.37,Lapsed,2022-12-27,B,46-60,Endowment,Online
5071,2924,2021-09-27,640.26,Active,2021-10-22,A,46-60,Annuity,Online
5072,1960,2020-11-13,707.25,Active,2023-11-03,A,31-45,Endowment,Agent
5073,2708,2023-09-15,4629.77,Active,2024-04-20,A,61+,Annuity,Branch
5074,1053,2021-07-13,2330.06,Active,2024-03-10,B,31-45,Whole Life,Branch
5075,296,2021-09-25,2546.46,Active,2023-11-05,A,46-60,Annuity,Referral
5076,926,2019-10-12,6383.52,Active,2021-07-16,A,31-45,Annuity,Referral
5077,640,2020-02-25,1519.86,Active,2021-01-13,A,31-45,Endowment,Referral
5078,2388,2024-11-30,2034.25,Active,2025-01-08,A,46-60,Endowment,Referral
5079,628,2023-02-03,958.37,Active,2023-06-25,A,46-60,Annuity,Agent
5080,2487,2020-06-11,2515.66,Active,2021-05-14,A,31-45,Endowment,Referral
5081,1168,2019-01-31,2143.8,Active,2019-02-04,B,61+,Endowment,Agent
5082,942,2019-06-11,2540.4,Active,2019-06-26,A,46-60,Whole Life,Referral
5083,830,2024-01-16,4614.54,Active,2025-03-04,A,46-60,Endowment,Branch
5084,1771,2020-12-05,3017.04,Lapsed,2023-02-12,A,61+,Endowment,Agent
5085,2567,2020-12-22,1797.11,Lapsed,2022-11-27,B,18-30,Annuity,Branch
5086,976,2022-11-02,2714.3,Active,2023-01-08,A,46-60,Annuity,Referral
5087,955,2020-03-21,8616.77,Active,2022-08-21,B,18-30,Endowment,Referral
5088,1263,2020-03-02,2840.07,Active,2021-05-10,B,61+,Annuity,Agent
5089,952,2023-03-31,759.55,Active,2024-07-02,B,61+,Term Life,Referral
5090,944,2024-05-21,1505.27,Surrendered,2024-09-30,A,61+,Whole Life,Referral
5091,2203,2020-12-21,6708.68,Active,2022-03-25,B,61+,Annuity,Branch
5092,1205,2023-12-07,1546.89,Lapsed,2025-03-02,A,31-45,Term Life,Agent
5093,2136,2024-05-18,8725.67,Active,2025-04-12,A,31-45,Endowment,Referral
5094,1535,2021-11-23,917.64,Lapsed,2022-05-03,B,18-30,Endowment,Referral
5095,1097,2024-08-06,2467.51,Active,2026-04-06,B,61+,Annuity,Referral
5096,2979,2021-01-05,3996.04,Active,2023-10-14,A,18-30,Annuity,Referral
5097,179,2021-01-27,730.8,Active,2023-02-10,A,18-30,Whole Life,Referral
5098,2260,2023-12-01,4458.7,Lapsed,2024-03-11,B,61+,Term Life,Branch
5099,1829,2023-07-02,3274.75,Active,2024-02-02,A,18-30,Annuity,Online
5100,1258,2021-01-23,5502.48,Surrendered,2021-06-25,A,18-30,Term Life,Agent
5101,465,2019-01-24,1874.85,Active,2020-04-16,B,18-30,Endowment,Online
5102,1775,2022-05-24,3695.7,Active,2024-03-03,A,18-30,Term Life,Agent
5103,2679,2019-02-24,3045.03,Claimed,2019-05-23,A,31-45,Term Life,Referral
5104,2873,2022-07-28,6355.78,Lapsed,2025-07-06,A,18-30,Annuity,Referral
5105,1231,2021-08-27,2950.58,Lapsed,2022-10-13,A,61+,Endowment,Referral
5106,2655,2020-03-09,2738.13,Active,2020-06-06,B,18-30,Endowment,Agent
5107,885,2019-07-27,1308.28,Surrendered,2020-01-12,A,61+,Term Life,Branch
5108,2414,2019-05-13,6767.75,Active,2019-06-22,B,61+,Endowment,Branch
5109,2324,2022-09-24,3833.24,Active,2023-08-21,B,31-45,Whole Life,Branch
5110,2428,2022-05-04,1292.5,Surrendered,2022-07-10,A,31-45,Endowment,Branch
5111,1333,2022-07-09,5977.52,Active,2023-09-13,A,18-30,Term Life,Agent
5112,1655,2022-07-29,193.7,Active,2023-11-28,A,18-30,Term Life,Referral
5113,945,2020-01-04,3253.45,Active,2020-08-29,A,46-60,Endowment,Referral
5114,2858,2022-04-21,1555.12,Active,2022-05-26,B,18-30,Whole Life,Branch
5115,925,2021-02-20,8397.33,Active,2022-01-30,A,46-60,Endowment,Agent
5116,1939,2020-07-20,3736.5,Active,2021-01-05,B,46-60,Whole Life,Referral
5117,494,2020-06-10,1168.67,Active,2023-06-05,A,31-45,Annuity,Branch
5118,1547,2019-02-06,1438.69,Active,2019-10-26,A,61+,Whole Life,Agent
5119,1970,2019-06-27,2824.65,Active,2019-07-24,B,46-60,Annuity,Online
5120,1095,2020-09-30,3761.31,Active,2021-10-03,B,18-30,Whole Life,Referral
5121,2412,2019-03-13,1583.21,Active,2020-09-14,B,46-60,Whole Life,Branch
5122,2618,2022-03-18,1751.54,Active,2022-05-20,B,31-45,Whole Life,Branch
5123,1826,2023-09-17,2581.65,Active,2024-04-21,B,46-60,Annuity,Branch
5124,763,2019-04-15,2452.01,Lapsed,2020-08-23,A,46-60,Whole Life,Branch
5125,2324,2023-08-10,2803.03,Active,2023-08-17,B,46-60,Term Life,Branch
5126,50,2019-08-09,4579.06,Active,2019-08-19,B,46-60,Whole Life,Online
5127,2776,2024-01-24,2261.46,Active,2025-03-11,A,46-60,Whole Life,Agent
5128,906,2021-05-12,3032.81,Active,2022-08-26,A,46-60,Term Life,Agent
5129,2976,2019-10-26,3644.74,Surrendered,2021-09-07,B,46-60,Whole Life,Branch
5130,564,2019-02-11,2269.61,Active,2019-08-16,A,31-45,Term Life,Referral
5131,783,2021-02-09,960.27,Active,2021-08-08,A,18-30,Whole Life,Online
5132,2533,2023-01-02,780.44,Active,2023-10-22,A,31-45,Annuity,Branch
5133,2041,2024-11-02,2492.31,Surrendered,2026-04-02,A,46-60,Annuity,Branch
5134,1832,2023-09-06,10160.51,Active,2024-09-13,A,46-60,Term Life,Branch
5135,584,2021-09-17,4030.71,Active,2022-02-08,A,61+,Annuity,Branch
5136,1320,2020-12-11,10137.63,Active,2021-05-15,B,31-45,Endowment,Agent
5137,236,2019-07-28,4223.39,Active,2021-01-03,B,46-60,Annuity,Referral
5138,2104,2022-06-25,2610.08,Lapsed,2023-03-31,A,61+,Annuity,Referral
5139,1943,2022-05-19,1130.87,Active,2022-06-25,B,31-45,Term Life,Branch
5140,360,2019-02-08,1656.2,Active,2019-04-09,B,46-60,Endowment,Branch
5141,1931,2022-06-29,4682.91,Active,2024-05-24,A,61+,Term Life,Branch
5142,110,2024-01-01,4764.44,Active,2030-09-21,A,61+,Endowment,Branch
5143,192,2021-01-31,8265.62,Active,2021-06-29,A,46-60,Endowment,Online
5144,904,2022-12-07,2572.99,Active,2023-06-03,A,18-30,Term Life,Referral
5145,1117,2023-01-09,7826.6,Active,2023-03-11,B,46-60,Annuity,Online
5146,862,2024-09-30,3751.68,Active,2025-01-06,A,61+,Whole Life,Agent
5147,2616,2020-01-09,3125.81,Active,2020-07-28,B,18-30,Endowment,Online
5148,1084,2021-07-19,1554.21,Lapsed,2021-11-18,A,18-30,Term Life,Online
5149,650,2019-06-05,1750.32,Lapsed,2020-08-19,B,31-45,Annuity,Online
5150,39,2023-04-15,2314.95,Lapsed,2024-01-21,A,18-30,Endowment,Agent
5151,637,2022-01-18,618.66,Active,2023-10-10,A,61+,Term Life,Referral
5152,1037,2024-10-17,581.91,Active,2026-01-30,A,61+,Endowment,Online
5153,36,2022-06-19,6929.73,Active,2022-08-08,A,31-45,Term Life,Referral
5154,2149,2020-10-15,3440.41,Active,2020-12-02,B,61+,Whole Life,Referral
5155,1362,2019-03-04,2955.75,Lapsed,2021-06-05,A,61+,Endowment,Agent
5156,1984,2020-05-23,3230.58,Lapsed,2022-02-06,B,61+,Whole Life,Referral
5157,166,2023-08-15,1350.38,Lapsed,2024-04-01,B,31-45,Term Life,Agent
5158,2431,2022-12-18,1373.6,Active,2023-02-06,A,18-30,Whole Life,Online
5159,1880,2023-08-20,3247.58,Lapsed,2025-12-02,A,31-45,Whole Life,Referral
5160,2838,2022-10-20,3649.75,Surrendered,2023-01-23,B,18-30,Term Life,Branch
5161,31,2022-07-18,7697.25,Active,2022-07-31,A,61+,Term Life,Branch
5162,11,2023-05-24,2247.96,Active,2025-12-20,B,46-60,Whole Life,Branch
5163,2012,2022-02-13,6392.44,Active,2023-10-10,A,31-45,Term Life,Online
5164,2144,2020-12-04,1899.12,Active,2022-02-08,A,18-30,Annuity,Referral
5165,2501,2020-05-30,8576.74,Lapsed,2020-06-11,A,18-30,Term Life,Referral
5166,2240,2024-04-21,1297.93,Active,2025-01-20,B,61+,Term Life,Referral
5167,486,2024-01-08,2085.63,Active,2025-01-28,A,18-30,Whole Life,Referral
5168,1290,2022-06-18,3859.83,Active,2023-11-19,B,61+,Annuity,Branch
5169,1448,2019-01-30,2010.19,Active,2019-09-19,A,61+,Endowment,Online
5170,2286,2019-11-22,2052.31,Active,2022-12-14,B,61+,Whole Life,Online
5171,1944,2019-01-16,1718.9,Claimed,2019-04-28,A,18-30,Annuity,Online
5172,1964,2019-04-21,1750.64,Active,2019-05-17,B,46-60,Endowment,Referral
5173,1852,2019-04-17,1423.65,Active,2019-09-11,A,31-45,Endowment,Referral
5174,1470,2019-10-10,3103.7,Lapsed,2020-11-08,B,18-30,Annuity,Agent
5175,1367,2019-09-26,3898.03,Active,2021-01-25,B,31-45,Endowment,Referral
5176,2783,2022-05-05,1586.27,Surrendered,2023-09-06,B,18-30,Endowment,Referral
5177,991,2022-06-20,2224.26,Active,2022-08-01,B,61+,Annuity,Online
5178,825,2020-08-20,3907.54,Active,2022-10-18,B,31-45,Annuity,Agent
5179,1463,2021-03-09,3977.33,Active,2021-07-07,B,61+,Annuity,Agent
5180,2154,2022-07-06,1060.41,Active,2022-09-29,A,18-30,Whole Life,Referral
5181,2229,2022-03-18,3267.24,Active,2023-02-28,A,18-30,Annuity,Online
5182,2232,2024-03-05,819.19,Active,2024-05-30,A,46-60,Whole Life,Referral
5183,226,2024-07-04,6491.53,Active,2025-03-19,B,31-45,Whole Life,Agent
5184,777,2020-03-01,1688.47,Active,2020-09-07,A,18-30,Annuity,Agent
5185,2838,2023-09-22,1239.86,Active,2023-12-27,B,18-30,Endowment,Online
5186,1113,2024-11-03,3032.43,Active,2025-03-09,B,46-60,Whole Life,Online
5187,688,2022-05-24,5093.1,Active,2022-12-13,A,46-60,Whole Life,Branch
5188,530,2019-04-28,2059.61,Active,2019-09-30,A,46-60,Endowment,Referral
5189,972,2020-08-21,3771.03,Active,2021-02-12,A,61+,Endowment,Referral
5190,936,2024-09-18,2825.92,Active,2026-01-16,B,46-60,Term Life,Referral
5191,1423,2022-03-30,7160.88,Active,2022-06-05,A,46-60,Term Life,Agent
5192,2154,2020-10-25,2100.98,Surrendered,2021-10-20,B,31-45,Whole Life,Online
5193,1295,2024-11-12,1058.93,Active,2025-12-30,B,61+,Annuity,Referral
5194,1999,2023-05-01,5912.56,Active,2024-12-12,B,61+,Whole Life,Online
5195,2879,2020-10-11,1220.11,Lapsed,2022-08-28,A,18-30,Whole Life,Online
5196,1527,2023-01-29,2709.4,Active,2023-04-02,A,31-45,Whole Life,Referral
